MonitoringLocationIdentifier,pH,"Temperature, water",Barometric pressure,Escherichia coli,"Temperature, air",Specific conductance,Organic carbon,"Stream flow, instantaneous",Turbidity,"Hardness, Ca, Mg",Phosphorus,Total suspended solids,Escherichia coli Limit Reached
USGS-02197065,6.938805970149254,18.481818181818184,762.0,144.35294117647058,21.85909090909091,59.87878787878788,3.9,4264.078947368421,6.3,14.695652173913045,0.1234782608695652,6.816666666666666,0
USGS-02198810,6.822222222222222,14.401694915254236,,,21.51111111111111,99.4776119402985,,233.0,,,,,0
USGS-02198820,6.888888888888889,22.288888888888888,,,25.37777777777778,80.22222222222223,,,,,,,0
USGS-02198840,6.888888888888889,22.344444444444445,,,26.08888888888889,80.44444444444444,,,,,,,0
USGS-02198920,7.201204819277109,21.054237288135592,764.2542372881356,58.56666666666667,23.379661016949157,7502.8125,6.020833333333333,894.9375,29.866666666666664,785.25,0.1575,58.125,0
USGS-02202190,6.984146341463415,19.940677966101696,763.6271186440678,139.27272727272728,22.21186440677966,88.86746987951807,9.7625,894.4526785714286,9.025,31.25,0.09125,6.4625,0
USGS-02203700,6.980769230769231,17.89375,742.0666666666667,858.9285714285714,19.966666666666665,161.592,7.266666666666667,27.789375,89.476,43.16666666666666,0.2206666666666666,498.6,1
USGS-02203831,7.089655172413793,16.322857142857142,740.9705882352941,607.875,19.21875,78.54827586206896,5.325,2.880857142857143,125.1625,20.08333333333333,0.1848235294117647,499.27272727272725,1
USGS-02203863,7.033898305084746,16.156410256410258,741.5,856.6875,19.59090909090909,86.75254237288135,4.607692307692307,8.860897435897435,97.0421875,23.384615384615383,0.2106666666666666,395.25,1
USGS-02203873,6.9750000000000005,16.144444444444446,720.2222222222222,938.625,42.9875,78.88392857142857,4.845454545454545,10.774605263157897,132.52,26.63636363636364,0.2088125,547.5555555555555,1
USGS-02203900,7.201694915254237,16.645238095238096,743.5641025641025,1522.5,19.44871794871795,132.45762711864407,4.15,95.8047619047619,40.93898305084746,39.25,0.1226315789473684,144.58333333333334,1
USGS-02203950,6.963934426229509,16.468571428571426,740.6857142857143,664.5625,18.75294117647059,85.42459016393443,4.807142857142857,4.905714285714286,80.11911764705883,21.428571428571427,0.192,419.0,1
USGS-02203960,7.247540983606558,16.86216216216216,742.1891891891892,1272.8125,19.87027027027027,76.43606557377049,4.4,32.03202702702703,105.52985074626864,22.5,0.2160555555555555,479.7142857142857,1
USGS-02204037,7.144262295081967,17.12162162162162,743.7837837837837,760.3125,20.31142857142857,71.30655737704917,4.8,8.654324324324325,85.2865671641791,20.92142857142857,0.1185333333333333,281.0,1
USGS-02204520,7.331746031746031,17.79047619047619,746.5238095238095,143.53333333333333,19.464285714285715,168.2,3.926086956521739,226.82916666666665,15.404347826086957,42.43478260869565,0.0452173913043478,15.052173913043475,0
USGS-02205000,7.11,18.846666666666668,735.2413793103449,1809.375,21.55185185185185,75.08800000000001,5.2,,22.346,19.95625,0.0771052631578947,60.30769230769231,1
USGS-02205865,7.009803921568627,19.936666666666667,738.5,945.25,22.07586206896552,76.48039215686275,4.01875,70.40133333333333,33.685106382978724,22.1875,0.0649090909090909,113.76923076923076,1
USGS-02206500,7.389583333333333,20.0625,738.34375,1033.1875,21.04137931034483,159.25531914893617,3.89375,235.7953125,34.52142857142857,43.375,0.0627894736842105,95.75,1
USGS-02207120,7.538775510204081,20.2875,740.4375,242.125,21.02258064516129,161.45102040816326,3.7625,227.0734375,30.80217391304348,48.6875,0.0575882352941176,124.58333333333331,0
USGS-02207135,7.016393442622951,15.818918918918918,719.6486486486486,378.4375,38.95555555555556,97.75409836065572,5.142857142857143,1.1563157894736842,66.95223880597015,26.714285714285715,0.0984210526315789,266.4166666666667,0
USGS-02207160,7.15483870967742,19.31142857142857,742.3428571428572,165.5625,20.10571428571429,70.10793650793651,3.442857142857143,15.72375,13.945205479452056,21.214285714285715,0.042875,33.23076923076923,0
USGS-02207185,6.907843137254902,19.59259259259259,741.6538461538462,682.5,22.782608695652176,65.91764705882353,4.005882352941176,9.104259259259258,35.68490566037736,16.688235294117646,0.0679130434782608,97.73333333333332,1
USGS-02207385,6.796153846153846,19.836,710.32,810.0,22.61111111111111,56.175,4.352941176470588,18.434,78.70181818181818,13.429411764705884,0.1538260869565217,290.125,1
USGS-02207400,6.723529411764705,20.446428571428573,737.8928571428571,699.6470588235294,21.53333333333333,44.23333333333333,4.39375,10.134107142857143,52.644,10.7125,0.087695652173913,137.06666666666666,1
USGS-02208005,7.37037037037037,17.605,747.5833333333334,347.8181818181818,18.95,138.7560975609756,3.817391304347826,123.05096153846154,15.978260869565217,34.34782608695652,0.0378260869565217,16.156521739130437,0
USGS-02208150,6.995918367346939,19.26129032258065,739.258064516129,418.75,21.82758620689655,74.98979591836735,3.8466666666666662,89.58435483870967,68.2936170212766,23.666666666666668,0.1383571428571428,218.3571428571429,1
USGS-02209260,7.24074074074074,17.39,746.3166666666667,150.63636363636363,17.69,62.8780487804878,3.026086956521739,,13.57391304347826,17.043478260869566,0.0323809523809523,10.247826086956522,0
USGS-02209750,7.052380952380952,18.04047619047619,747.2380952380952,150.73333333333332,21.15,47.815384615384616,3.256521739130435,29.6825,5.71304347826087,12.130434782608695,0.0288888888888888,7.577777777777778,0
USGS-02212940,7.372619047619047,20.43166666666667,756.6333333333333,296.1470588235294,23.995,97.14285714285714,4.416666666666667,1654.1607142857142,25.579166666666666,25.916666666666668,0.0623529411764705,32.78695652173913,0
USGS-02215000,7.114285714285714,20.129310344827587,759.2413793103449,121.17241379310344,18.33620689655172,107.77777777777776,4.569565217391304,2304.0925925925926,22.6,26.347826086956523,0.0804347826086956,22.756521739130434,0
USGS-02215500,7.28030303030303,21.28809523809524,761.9761904761905,47.5625,18.52857142857143,120.6818181818182,5.775,2508.475,21.441666666666663,36.083333333333336,0.0666666666666666,20.0,0
USGS-02217274,6.775,19.228,738.375,609.0,22.230434782608697,52.400000000000006,4.111764705882353,1.6506,69.43396226415095,13.164705882352942,0.1169444444444444,468.3333333333333,1
USGS-02218000,7.253030303030303,16.733333333333334,746.8,407.27777777777777,13.844444444444443,107.30882352941175,3.0434782608695654,566.1841463414634,29.37826086956522,29.0,0.0821739130434782,29.469565217391303,0
USGS-02218565,6.970833333333334,18.31153846153846,736.8461538461538,703.125,21.364,60.88936170212767,3.993333333333333,5.4906,93.13061224489796,18.6,0.1551578947368421,661.75,1
USGS-02223600,7.15,20.854761904761904,760.6666666666666,680.0588235294117,22.16190476190476,93.8030303030303,5.025,2373.9736842105262,26.275,24.75,0.10875,35.06666666666667,1
USGS-02226010,7.22258064516129,21.99512195121951,763.3658536585366,39.13333333333333,20.90731707317073,155.53125,7.265217391304348,5638.628205128205,20.5,32.0,0.0891304347826087,17.5,0
USGS-02226160,7.259615384615385,20.50714285714286,763.2142857142857,,25.04642857142857,133.09803921568627,5.672916666666667,8283.964285714286,20.133333333333333,29.825,0.0561428571428571,,0
USGS-02226582,6.1551282051282055,21.39122807017544,764.280701754386,309.6774193548387,25.810526315789478,84.25,23.0,408.1872727272727,5.839130434782609,20.30434782608696,0.0947826086956521,7.314285714285714,0
USGS-02314500,4.05,21.794736842105262,763.3684210526316,56.75,23.607017543859648,63.9375,39.82608695652174,381.1127272727273,2.473913043478261,5.086956521739131,0.023,4.572222222222222,0
USGS-02318940,6.858750000000001,21.51578947368421,761.4736842105264,72.96666666666667,20.19298245614035,117.85,13.004347826086958,891.4035714285714,5.3130434782608695,36.17391304347826,0.1104545454545454,5.199999999999999,0
USGS-02328200,6.885714285714286,20.7775,761.45,840.6875,26.805,106.6031746031746,10.330434782608696,533.1986842105263,18.034782608695654,31.608695652173918,0.1513636363636363,16.86521739130435,1
USGS-02332017,6.990361445783133,15.99032258064516,732.6612903225806,725.6060606060606,17.108064516129033,41.30952380952381,2.7,,15.578260869565218,10.833333333333334,0.06,16.245,1
USGS-02333105,6.879032258064516,13.892857142857142,716.5,62.5,16.688095238095237,14.78125,1.6294117647058823,16.148589743589742,3.235294117647059,3.7083333333333335,0.02,8.18,0
USGS-02333970,7.0575,16.247457627118646,732.4745762711865,341.59375,19.132203389830508,36.38271604938272,2.3600000000000003,226.79375,14.021739130434783,10.583333333333334,0.0505,13.91904761904762,0
USGS-02334140,7.470370370370371,20.05,731.4193548387096,234.0909090909091,19.401612903225807,712.5952380952381,7.8478260869565215,4.14173076923077,4.4363636363636365,80.16666666666667,0.0934782608695652,14.080000000000002,0
USGS-02334480,7.122000000000001,19.148,735.8846153846154,1714.8823529411766,21.4037037037037,89.882,4.94375,6.908076923076924,149.02448979591836,29.3125,0.2360689655172413,499.06666666666666,1
USGS-02334578,7.037254901960784,18.952,735.24,1294.375,22.492,71.73137254901961,4.9,2.963,113.83207547169812,23.352941176470587,0.1726666666666666,364.4117647058824,1
USGS-02334885,7.167272727272727,20.40357142857143,736.4642857142857,986.4375,22.4,106.49454545454545,3.226315789473684,98.14375,62.015517241379314,31.526315789473685,0.0993636363636363,115.47368421052632,1
USGS-02335000,,12.975280898876404,,294.60674157303373,,65.79775280898876,,,9.770454545454545,,,,0
USGS-02335350,7.036538461538461,19.226666666666667,736.8,1032.0625,20.96,89.78461538461539,4.611764705882353,25.4895,46.22,29.58823529411765,0.0954074074074074,198.2,1
USGS-02335870,7.216666666666667,16.29090909090909,739.3181818181819,,15.120454545454544,103.57142857142856,2.156904761904762,53.08,17.474999999999998,31.26425,0.0711764705882352,,0
USGS-02335880,,15.521649484536082,,1047.659793814433,,77.28421052631579,,,20.50515463917526,,,,1
USGS-02336000,,16.60721649484536,,920.958762886598,,78.44329896907216,,122.35,20.838372093023256,,,,1
USGS-02336030,7.170909090909091,19.930769230769236,736.0769230769231,1250.0,21.246153846153845,81.2109090909091,6.042105263157895,1.9121153846153844,62.23090909090909,26.84210526315789,0.0893846153846153,147.94444444444446,1
USGS-02336120,7.150877192982456,16.625,740.4722222222222,7257.235294117647,18.35,117.71785714285714,5.416666666666667,16.946250000000003,51.4546875,33.416666666666664,0.1421176470588235,375.8181818181818,1
USGS-02336152,7.005172413793104,16.353846153846153,737.578947368421,678.4375,18.502702702702702,81.85087719298245,4.561538461538461,2.855128205128205,63.61612903225806,22.153846153846157,0.136,261.61538461538464,1
USGS-023362095,7.02258064516129,16.31621621621622,738.081081081081,443.1818181818182,19.135135135135137,88.80322580645162,5.078571428571428,0.9354054054054054,24.88695652173913,24.714285714285715,0.0947142857142857,113.92307692307692,1
USGS-02336240,7.209677419354839,17.07948717948718,740.5263157894736,1841.8125,18.83157894736842,104.63387096774194,5.428571428571429,21.1074358974359,45.30909090909091,30.5,0.1340869565217391,219.7142857142857,1
USGS-02336340,7.129508196721311,17.092307692307692,739.6666666666666,544.96875,19.89210526315789,101.99344262295082,5.242857142857143,19.756410256410252,44.27727272727273,29.357142857142858,0.1291578947368421,274.1666666666667,1
USGS-02336503,7.064285714285715,22.314285714285717,736.6,856.4285714285714,,160.14285714285714,,,5.415384615384616,,,,1
USGS-023365037,7.223076923076923,22.557142857142857,736.4,1725.0,,246.42857142857144,,3.7,2.891666666666667,,,,1
USGS-02336504,7.185714285714285,22.071428571428573,736.9090909090909,1974.2857142857144,,228.5,,,3.446153846153846,,,,1
USGS-02336526,7.503030303030303,16.26969696969697,741.7878787878788,4667.875,18.958064516129035,230.9090909090909,,3.864545454545455,5.333333333333333,,,,1
USGS-02338000,7.2343283582089555,17.217142857142857,744.3142857142857,,17.79705882352941,119.68656716417912,2.324242424242424,2428.8714285714286,25.72,27.4375,0.073170731707317,,0
USGS-02338500,7.21125,17.635087719298248,743.859649122807,235.46875,18.49298245614035,122.2125,3.508695652173913,2182.8522727272725,14.752173913043478,27.73913043478261,0.0860869565217391,22.330434782608695,0
USGS-02338523,6.613513513513513,13.992592592592594,739.0,,15.351851851851851,28.84313725490196,1.5944444444444443,36.35903846153846,,7.935833333333334,,,0
USGS-02338660,7.154999999999999,16.128070175438594,744.0350877192982,820.9375,22.31754385964912,74.0625,3.3391304347826085,90.426875,16.934782608695652,22.17391304347826,0.0339130434782608,12.482608695652177,1
USGS-02338840,7.083333333333333,16.970175438596492,743.9298245614035,830.15625,20.994736842105265,66.6,2.973913043478261,48.43875,13.221739130434784,20.52173913043478,0.0333333333333333,13.910526315789474,1
USGS-02342881,7.141935483870968,21.3075,755.8,71.92307692307692,18.96,88.9047619047619,3.5565217391304347,3009.561428571428,10.591304347826089,21.565217391304348,0.0556521739130434,9.108695652173912,0
USGS-02344040,7.300000000000001,22.1475,763.675,283.3076923076923,22.942500000000003,104.41269841269842,4.469565217391304,,8.160869565217391,26.91304347826087,0.0443478260869565,9.2,0
USGS-02344400,7.154545454545454,17.282222222222224,740.9111111111112,267.11764705882354,20.475555555555555,113.19117647058825,4.356521739130435,89.97536585365853,18.30434782608696,30.26086956521739,0.0460869565217391,11.378260869565215,0
USGS-02349605,6.886075949367089,20.30892857142857,757.9310344827586,618.2258064516129,21.605172413793102,48.98765432098765,3.747826086956522,1817.453703703704,22.713043478260868,13.347826086956522,0.0613043478260869,26.47826086956522,1
USGS-02352560,7.22125,22.42586206896552,760.8448275862069,557.625,26.343103448275865,83.29629629629629,4.913043478260869,2974.5348837209303,10.034782608695652,26.30434782608696,0.0463636363636363,6.56,1
USGS-02353000,7.40886075949367,21.748214285714287,761.4642857142857,116.1,18.55892857142857,113.48101265822784,5.008695652173913,3265.3846153846152,9.339130434782607,42.21739130434783,0.0526086956521739,6.29,0
USGS-02356000,7.558227848101266,21.95,763.3571428571429,31.17241379310345,25.205357142857142,132.1772151898734,4.873913043478261,4100.836538461538,8.947826086956523,53.34782608695652,0.0468181818181818,7.340000000000001,0
USGS-02380500,7.048192771084337,14.366666666666667,729.15,808.53125,18.290000000000003,58.33734939759036,2.5090909090909093,220.73611111111111,7.873913043478261,11.956521739130435,0.0391304347826087,10.052173913043475,1
USGS-02381090,7.101470588235294,13.46888888888889,727.6222222222223,127.6470588235294,17.88222222222222,21.611940298507463,1.6058823529411763,74.52307692307693,5.452173913043478,6.391304347826087,0.0291666666666666,7.6,0
USGS-02384750,7.590163934426229,16.565,743.825,237.6875,16.815,135.23809523809524,4.486363636363636,187.43552631578947,10.839130434782607,62.17391304347826,0.049047619047619,14.730434782608697,0
USGS-02387000,7.683870967741935,17.03,744.225,188.8125,14.1325,179.36507936507937,5.056521739130434,374.9105263157895,18.469565217391303,81.65217391304348,0.0647826086956521,24.22608695652174,0
USGS-02388520,7.632051282051282,18.22,747.1272727272727,666.3548387096774,20.474545454545453,129.71794871794873,4.095652173913043,1473.6702127659576,16.930434782608696,55.08695652173913,0.0543478260869565,25.37391304347826,1
USGS-02392000,7.162650602409639,15.51,739.1166666666667,286.90625,16.651666666666667,45.80722891566265,2.623809523809524,670.5760869565217,19.056521739130435,15.0,0.0547619047619047,28.23478260869565,0
USGS-02392360,7.121686746987952,14.553333333333336,738.35,219.6129032258065,16.765,48.53012048192771,3.1608695652173915,38.20271739130435,9.669565217391304,17.0,0.0380952380952381,9.352380952380951,0
USGS-02392780,7.250602409638554,16.085,738.75,2108.09375,16.031666666666666,131.46987951807228,4.504347826086956,103.32634615384616,23.15652173913044,32.78260869565217,0.0691304347826087,36.58181818181818,1
USGS-02393000,7.283132530120482,17.516666666666666,738.1666666666666,307.38709677419354,15.886666666666668,252.289156626506,5.908695652173913,35.313796296296296,20.28695652173913,71.0,0.0609090909090909,30.35,0
USGS-02394682,7.4,17.5375,741.25,,25.11428571428572,87.625,,1.02125,3.9125,,,,0
USGS-02394980,7.617741935483871,17.974358974358974,745.025641025641,136.33333333333334,21.997435897435896,149.59677419354838,3.643478260869565,817.2083333333334,11.965217391304348,56.869565217391305,0.0477777777777777,13.645,0
USGS-02398037,7.901612903225806,16.84871794871795,746.8461538461538,109.4,18.5948717948718,287.85483870967744,5.818181818181818,160.39054054054054,7.978260869565218,116.69565217391305,0.1669565217391304,11.1,0
USGS-02413210,7.046875,15.28048780487805,736.3414634146342,466.4375,15.051219512195123,72.57142857142857,4.017391304347826,141.12048387096772,15.295652173913044,17.17391304347826,0.0756521739130434,15.97391304347826,1
USGS-03567340,7.861904761904762,16.8375,743.45,184.0625,19.08,268.23809523809524,6.7727272727272725,90.9775,15.43913043478261,133.7826086956522,0.0617391304347826,18.004347826086956,0
USGS-334607084254101,7.433333333333334,16.233333333333334,,,,264.0,,0.4433333333333333,1.7333333333333334,,,,0
USGS-334608084254201,7.24,16.919999999999998,,,,240.8,,0.553,1.6800000000000002,,,,0
